Id,SalePrice
1629,173118.16
1630,379697.89
1631,219289.37
1632,243294.03
1633,166720.79
1634,183430.16
1635,180394.97
1636,165999.99
1637,183277.0
1638,192365.53
1639,186181.65
1640,256978.31
1641,181285.5
1642,222829.88
1643,225874.16
1644,225363.66
1645,190340.6
1646,157368.5
1647,159339.72
1648,138427.89
1649,137736.5
1650,122122.33
1651,125096.81
1652,92808.0
1653,95534.0
1654,156863.5
1655,143213.7
1656,148237.37
1657,152530.87
1658,150640.0
1659,125795.91
1660,144550.5
1661,455545.48
1662,375843.64
1663,392031.63
1664,468933.65
1665,302410.21
1666,343491.41
1667,369168.12
1668,318534.43
1669,287728.53
1670,331881.69
1671,270279.83
1672,472056.9
1673,285284.81
1674,252313.69
1675,190838.35
1676,190891.56
1677,217359.01
1678,473331.64
1679,381588.1
1680,329125.16
1681,244338.31
1682,303404.49
1683,185745.01
1684,169334.04
1685,172460.64
1686,170461.05
1687,165423.64
1688,184908.39
1689,181643.1
1690,182815.15
1691,171970.57
1692,249883.71
1693,169359.54
1694,181743.35
1695,166833.65
1696,275757.21
1697,166558.31
1698,361423.53
1699,340662.84
1700,245612.35
1701,260148.71
1702,258845.08
1703,256419.29
1704,284718.16
1705,241997.17
1706,450724.15
1707,221277.19
1708,214492.57
1709,258695.26
1710,226391.99
1711,232861.04
1712,252849.06
1713,257990.12
1714,229317.89
1715,200408.84
1716,181097.69
1717,160238.18
1718,145789.32
1719,206668.75
1720,251564.18
1721,152081.02
1722,126541.05
1723,153138.05
1724,217226.39
1725,235818.94
1726,192408.18
1727,178750.75
1728,179256.16
1729,161321.72
1730,142081.07
1731,123266.9
1732,130450.86
1733,122354.25
1734,126775.03
1735,133051.6
1736,116162.53
1737,341148.58
1738,217562.61
1739,291027.78
1740,189871.96
1741,188946.8
1742,172583.02
1743,175346.19
1744,298736.93
1745,250999.39
1746,215231.77
1747,190156.55
1748,221531.83
1749,169187.7
1750,146452.11
1751,238706.22
1752,122834.5
1753,143505.05
1754,227077.71
1755,174236.5
1756,121396.33
1757,121928.16
1758,150433.46
1759,164610.0
1760,169046.5
1761,153976.55
1762,171376.57
1763,165100.82
1764,119622.5
1765,162766.0
1766,168097.2
1767,213255.0
1768,140577.75
1769,163706.54
1770,138565.5
1771,138428.09
1772,142025.87
1773,146395.75
1774,136739.49
1775,131034.83
1776,123308.24
1777,111026.57
1778,133039.08
1779,109087.44
1780,160737.85
1781,134740.09
1782,94828.12
1783,131420.88
1784,90323.76
1785,119261.09
1786,167315.2
1787,156472.27
1788,63609.16
1789,93891.87
1790,86045.72
1791,168926.23
1792,157036.0
1793,138813.41
1794,140697.0
1795,140297.75
1796,110979.58
1797,124335.44
1798,127291.75
1799,109731.26
1800,128383.7
1801,131740.61
1802,147445.05
1803,146384.37
1804,140306.63
1805,137380.0
1806,130098.52
1807,138939.0
1808,109144.47
1809,118053.96
1810,141195.78
1811,123026.49
1812,114810.33
1813,124376.79
1814,101548.09
1815,63507.21
1816,100485.0
1817,112924.65
1818,143267.0
1819,119592.33
1820,78732.11
1821,122202.34
1822,150021.97
1823,60040.51
1824,134638.12
1825,126164.97
1826,101618.35
1827,108220.64
1828,139202.25
1829,116518.39
1830,137064.87
1831,164154.65
1832,120430.0
1833,143118.87
1834,125158.54
1835,158629.78
1836,135203.0
1837,111916.76
1838,133737.75
1839,87861.5
1840,165878.86
1841,140350.01
1842,88386.97
1843,140676.76
1844,130059.78
1845,144513.5
1846,155411.5
1847,164469.94
1848,66361.26
1849,103551.46
1850,128190.08
1851,151081.0
1852,127032.5
1853,132050.33
1854,152291.52
1855,141362.92
1856,216713.68
1857,141186.61
1858,148086.09
1859,120815.22
1860,155447.53
1861,120415.58
1862,291804.3
1863,284671.1
1864,284671.1
1865,320776.23
1866,323751.41
1867,236219.69
1868,309618.65
1869,202958.03
1870,218681.92
1871,250398.41
1872,164733.71
1873,244870.73
1874,139164.91
1875,204170.61
1876,194255.78
1877,209326.84
1878,205681.78
1879,133610.74
1880,134032.4
1881,241575.7
1882,251600.3
1883,198212.06
1884,210559.16
1885,243966.42
1886,308314.18
1887,205712.58
1888,263687.08
1889,160452.24
1890,136260.0
1891,141881.0
1892,114737.0
1893,135664.09
1894,130035.15
1895,146663.79
1896,123952.84
1897,114977.89
1898,103424.58
1899,133328.96
1900,124007.07
1901,161847.46
1902,147696.33
1903,232466.41
1904,140702.3
1905,183790.68
1906,164873.4
1907,199956.2
1908,118089.54
1909,137516.36
1910,129592.7
1911,191416.4
1912,283304.32
1913,148682.25
1914,61382.59
1915,340942.45
1916,70789.91
1917,250552.32
1918,137302.08
1919,162810.48
1920,161409.55
1921,416197.84
1922,324796.5
1923,202550.04
1924,247831.19
1925,215888.04
1926,386359.63
1927,137387.5
1928,161900.82
1929,124267.22
1930,130368.47
1931,139701.55
1932,151371.82
1933,167034.03
1934,178163.49
1935,174503.73
1936,189163.99
1937,181225.32
1938,176537.85
1939,257001.75
1940,195402.22
1941,179083.66
1942,193793.7
1943,194843.5
1944,308829.98
1945,362968.83
1946,167749.44
1947,316148.36
1948,174773.44
1949,256371.84
1950,180652.05
1951,272445.75
1952,249984.83
1953,172896.35
1954,194660.05
1955,136169.52
1956,286997.43
1957,168275.4
1958,298506.88
1959,142435.75
1960,117002.32
1961,122603.41
1962,93299.0
1963,99474.64
1964,116654.0
1965,151490.03
1966,141424.46
1967,292628.27
1968,425184.62
1969,379517.69
1970,446380.6
1971,420665.9
1972,351525.47
1973,247576.3
1974,312140.9
1975,457970.16
1976,266353.62
1977,376735.75
1978,362494.29
1979,331812.65
1980,195205.38
1981,323339.35
1982,220890.82
1983,213113.61
1984,169420.58
1985,207566.05
1986,207671.24
1987,175543.55
1988,178071.42
1989,184383.84
1990,214563.65
1991,221006.24
1992,212913.74
1993,167957.33
1994,254037.36
1995,181095.52
1996,257470.05
1997,296291.68
1998,355042.61
1999,253780.23
2000,311291.87
2001,256728.29
2002,241874.17
2003,250015.89
2004,251770.24
2005,232900.8
2006,221211.9
2007,249092.42
2008,198185.65
2009,195298.91
2010,192041.56
2011,153796.59
2012,169732.9
2013,181265.6
2014,192663.22
2015,199135.4
2016,198053.88
2017,206210.93
2018,125072.25
2019,127654.66
2020,122029.26
2021,113214.99
2022,175093.24
2023,154617.75
2024,219887.64
2025,384424.81
2026,181287.29
2027,152896.4
2028,156430.22
2029,169772.46
2030,280387.81
2031,220615.89
2032,269800.71
2033,263329.18
2034,165875.03
2035,208024.41
2036,188845.49
2037,190766.05
2038,280840.86
2039,193237.12
2040,341944.82
2041,274096.68
2042,202481.63
2043,162324.05
2044,174430.81
2045,234456.93
2046,136749.3
2047,146708.68
2048,133980.58
2049,135111.65
2050,174257.0
2051,103241.4
2052,133252.55
2053,141598.34
2054,83876.0
2055,153239.5
2056,129288.58
2057,127266.5
2058,224919.9
2059,138997.18
2060,163131.45
2061,174296.44
2062,135992.75
2063,108258.33
2064,141052.84
2065,127714.12
2066,171684.44
2067,107925.9
2068,141092.44
2069,84257.5
2070,113825.76
2071,89929.0
2072,135399.89
2073,138487.13
2074,184668.63
2075,143927.54
2076,123295.39
2077,148803.45
2078,128094.33
2079,135627.32
2080,117443.09
2081,125988.29
2082,131191.6
2083,139618.03
2084,111636.08
2085,129467.62
2086,109081.9
2087,129157.58
2088,115023.13
2089,91807.0
2090,133562.73
2091,126459.34
2092,135228.96
2093,140597.07
2094,112914.97
2095,147891.65
2096,87917.08
2097,99057.66
2098,146710.37
2099,65426.71
2100,103832.28
2101,129117.61
2102,132099.5
2103,103853.0
2104,135144.37
2105,123712.14
2106,80512.32
2107,257524.69
2108,116546.56
2109,114701.51
2110,129462.93
2111,143862.35
2112,141810.57
2113,124017.5
2114,109978.12
2115,154672.67
2116,117753.93
2117,148888.98
2118,119739.79
2119,105288.51
2120,113064.4
2121,117228.05
2122,109996.34
2123,87342.43
2124,192293.72
2125,124583.5
2126,163087.81
2127,151304.6
2128,133232.62
2129,99764.04
2130,146065.5
2131,154237.7
2132,123730.97
2133,122564.11
2134,119176.32
2135,103692.36
2136,82597.54
2137,119117.88
2138,139240.54
2139,151518.5
2140,135149.5
2141,132063.64
2142,132523.5
2143,143232.09
2144,122680.04
2145,134324.0
2146,149947.86
2147,161584.57
2148,128141.33
2149,136579.0
2150,230859.87
2151,105816.82
2152,190487.4
2153,165329.2
2154,114351.1
2155,131024.95
2156,233316.29
2157,242737.98
2158,242854.36
2159,201069.91
2160,163499.45
2161,252244.44
2162,456479.02
2163,332764.59
2164,236856.34
2165,178360.2
2166,145170.0
2167,209488.21
2168,207949.0
2169,190309.98
2170,215620.31
2171,145389.85
2172,138126.5
2173,161091.84
2174,241463.31
2175,283386.61
2176,328669.68
2177,249495.29
2178,211812.4
2179,148125.52
2180,190295.6
2181,194114.4
2182,231650.69
2183,196417.89
2184,136926.53
2185,128005.68
2186,146937.11
2187,145679.0
2188,148976.43
2189,229928.24
2190,82441.72
2191,85772.11
2192,89176.04
2193,98632.04
2194,102577.22
2195,118087.76
2196,100299.92
2197,121255.84
2198,161520.21
2199,171434.48
2200,130627.05
2201,129655.04
2202,183222.06
2203,150019.12
2204,169691.84
2205,119823.96
2206,143323.54
2207,203594.7
2208,219713.63
2209,195869.64
2210,122420.0
2211,113793.02
2212,116467.81
2213,106194.02
2214,138924.4
2215,106681.51
2216,153407.39
2217,66738.93
2218,77400.31
2219,71000.76
2220,77550.91
2221,340527.45
2222,269051.51
2223,279563.69
2224,206399.79
2225,126156.56
2226,186642.19
2227,205774.26
2228,281972.61
2229,232038.89
2230,164158.61
2231,202758.87
2232,179522.97
2233,186344.35
2234,253965.73
2235,200183.8
2236,290071.45
2237,366515.39
2238,201161.04
2239,117243.53
2240,163974.52
2241,152747.96
2242,137359.04
2243,124418.72
2244,100368.9
2245,91933.82
2246,142437.84
2247,110011.0
2248,122698.83
2249,122843.04
2250,136994.5
2251,126815.46
2252,178503.0
2253,157611.75
2254,170643.48
2255,187898.52
2256,178061.24
2257,194761.46
2258,172560.8
2259,179318.33
2260,159694.62
2261,183343.88
2262,207752.74
2263,330986.87
2264,443646.43
2265,161014.06
2266,288128.58
2267,365543.33
2268,360533.67
2269,160884.64
2270,169817.33
2271,245422.46
2272,191227.28
2273,168818.0
2274,177056.0
2275,167627.94
2276,175660.2
2277,179666.78
2278,146811.54
2279,122569.22
2280,120914.28
2281,177202.62
2282,183877.03
2283,94826.0
2284,113758.53
2285,137962.11
2286,127296.33
2287,333308.52
2288,277520.64
2289,382787.45
2290,437804.06
2291,309039.79
2292,399847.0
2293,453331.42
2294,418723.95
2295,440905.77
2296,298523.69
2297,303917.38
2298,308397.24
2299,424081.74
2300,330887.24
2301,248552.59
2302,235863.5
2303,251094.32
2304,249976.5
2305,188544.65
2306,189034.62
2307,188592.01
2308,222769.87
2309,281807.94
2310,218657.64
2311,201163.01
2312,176898.7
2313,174814.53
2314,167033.48
2315,170915.87
2316,175036.04
2317,190410.76
2318,172415.69
2319,172663.67
2320,182327.49
2321,241048.25
2322,169995.15
2323,162204.44
2324,168545.11
2325,224201.45
2326,163339.84
2327,210107.1
2328,218653.65
2329,180197.29
2330,178488.28
2331,359088.5
2332,396002.47
2333,332185.53
2334,258443.91
2335,267534.38
2336,343303.82
2337,206159.51
2338,269482.01
2339,235176.13
2340,381985.33
2341,228782.77
2342,238115.61
2343,221043.79
2344,219851.91
2345,246364.12
2346,214568.83
2347,202302.29
2348,225611.08
2349,171961.28
2350,281558.11
2351,263789.16
2352,249437.66
2353,208988.29
2354,126259.32
2355,139197.6
2356,148398.05
2357,203022.69
2358,200317.81
2359,134200.92
2360,120248.41
2361,138935.0
2362,273744.59
2363,138975.09
2364,149648.0
2365,241781.42
2366,189070.45
2367,225823.19
2368,208946.58
2369,227488.05
2370,172082.72
2371,168673.05
2372,190653.53
2373,267498.52
2374,298065.61
2375,234476.82
2376,278285.97
2377,363146.31
2378,140532.83
2379,196092.48
2380,147685.78
2381,163501.3
2382,184977.96
2383,222851.96
2384,239838.68
2385,158523.5
2386,141831.0
2387,134472.58
2388,94533.61
2389,128426.21
2390,141212.04
2391,135150.5
2392,114228.56
2393,157362.85
2394,147335.0
2395,192514.5
2396,152280.5
2397,216977.0
2398,123693.0
2399,63188.26
2400,63886.16
2401,111383.0
2402,134867.5
2403,135067.35
2404,148702.36
2405,160010.0
2406,137437.08
2407,127805.99
2408,134743.5
2409,132995.58
2410,167627.0
2411,123137.9
2412,159584.24
2413,138111.83
2414,133730.21
2415,129990.7
2416,127228.54
2417,129887.54
2418,125340.66
2419,132921.59
2420,127333.19
2421,151962.5
2422,119020.74
2423,131839.89
2424,149457.39
2425,204524.41
2426,135538.07
2427,136447.96
2428,168560.2
2429,114156.3
2430,131670.93
2431,115968.46
2432,135979.09
2433,144832.18
2434,143974.18
2435,157225.37
2436,105684.64
2437,110334.71
2438,125201.66
2439,116667.72
2440,125910.6
2441,108050.29
2442,103412.12
2443,118719.56
2444,128168.5
2445,99182.16
2446,129138.21
2447,190679.06
2448,146488.75
2449,117367.34
2450,152919.25
2451,126220.87
2452,218853.44
2453,96658.5
2454,105934.28
2455,115925.63
2456,134375.0
2457,119114.29
2458,110330.54
2459,113153.5
2460,137418.04
2461,120012.76
2462,140646.96
2463,119583.5
2464,173243.08
2465,134348.72
2466,121575.33
2467,133031.34
2468,96046.54
2469,98099.18
2470,185061.0
2471,198721.8
2472,170480.2
2473,117916.3
2474,96816.0
2475,237224.67
2476,117620.42
2477,134142.6
2478,157971.0
2479,116031.46
2480,138410.27
2481,123865.41
2482,128296.69
2483,116270.56
2484,123283.26
2485,123845.74
2486,160264.0
2487,191667.57
2488,132402.92
2489,153973.73
2490,151384.25
2491,87960.54
2492,180553.69
2493,134252.75
2494,166865.84
2495,112004.23
2496,231949.01
2497,144378.87
2498,116604.67
2499,88497.01
2500,131474.54
2501,133906.89
2502,145690.59
2503,116734.41
2504,195096.22
2505,213886.33
2506,256180.37
2507,342789.23
2508,250952.68
2509,227034.7
2510,226729.27
2511,187628.28
2512,212298.08
2513,215876.37
2514,210125.28
2515,146844.0
2516,164945.02
2517,135915.52
2518,135081.25
2519,218501.36
2520,205621.7
2521,189907.77
2522,216519.8
2523,134536.5
2524,139231.6
2525,141772.2
2526,140458.6
2527,114674.98
2528,126893.25
2529,130070.1
2530,105132.62
2531,265864.95
2532,227801.28
2533,196423.56
2534,245467.77
2535,329600.96
2536,224897.08
2537,214398.38
2538,175417.85
2539,184466.82
2540,180555.99
2541,170545.31
2542,167679.6
2543,129855.68
2544,131261.58
2545,139891.5
2546,145364.59
2547,134874.0
2548,152278.88
2549,164173.22
2550,412253.02
2551,142889.35
2552,123866.58
2553,83544.5
2554,127873.41
2555,105743.08
2556,97844.48
2557,119428.1
2558,161472.03
2559,128415.18
2560,127656.3
2561,111395.6
2562,123133.59
2563,142018.87
2564,172904.87
2565,105315.68
2566,162361.46
2567,136001.84
2568,191977.4
2569,185407.32
2570,120326.32
2571,184990.9
2572,172192.12
2573,237473.99
2574,249298.38
2575,126866.54
2576,133551.68
2577,155887.0
2578,94721.5
2579,78541.55
2580,138882.1
2581,133786.35
2582,121352.56
2583,272305.63
2584,168298.96
2585,188368.73
2586,209394.71
2587,202445.7
2588,134808.25
2589,143068.3
2590,218203.18
2591,213974.8
2592,233430.77
2593,257045.02
2594,176185.79
2595,205144.72
2596,348623.69
2597,185550.26
2598,269182.96
2599,308091.44
2600,128210.64
2601,141089.38
2602,85667.0
2603,95142.85
2604,90963.0
2605,89605.0
2606,142501.05
2607,184371.24
2608,200367.0
2609,156585.54
2610,117034.33
2611,150812.24
2612,149883.29
2613,125795.48
2614,125922.27
2615,148588.18
2616,139281.66
2617,177587.2
2618,188542.9
2619,240375.03
2620,183379.67
2621,180754.49
2622,188629.2
2623,248880.74
2624,284083.3
2625,341107.2
2626,170384.32
2627,179345.13
2628,427053.62
2629,554774.81
2630,309588.94
2631,480115.31
2632,411241.28
2633,311132.34
2634,371279.15
2635,151096.2
2636,177179.38
2637,160934.0
2638,250175.4
2639,185185.5
2640,151019.87
2641,108519.21
2642,194390.0
2643,101848.5
2644,129939.84
2645,96398.0
2646,91146.0
2647,100376.0
2648,135193.33
2649,143985.62
2650,133825.27
2651,151166.5
2652,439055.78
2653,252858.95
2654,251484.64
2655,366920.07
2656,284416.1
2657,326357.72
2658,286244.94
2659,292874.27
2660,331602.35
2661,322207.11
2662,338798.56
2663,263811.04
2664,274777.45
2665,314822.49
2666,281165.63
2667,168338.35
2668,171168.58
2669,181424.98
2670,273798.95
2671,171765.35
2672,186339.56
2673,198782.95
2674,197341.65
2675,162539.34
2676,179758.9
2677,199021.5
2678,250054.78
2679,261575.99
2680,263402.35
2681,400761.23
2682,332260.1
2683,531900.18
2684,318381.73
2685,336570.38
2686,261693.31
2687,317912.82
2688,232081.58
2689,210090.63
2690,483706.98
2691,192615.77
2692,136631.84
2693,194481.73
2694,133141.34
2695,192060.79
2696,180936.76
2697,200711.21
2698,202534.65
2699,182770.92
2700,171091.97
2701,156787.66
2702,113186.08
2703,124365.79
2704,142597.44
2705,126612.33
2706,118854.21
2707,122558.79
2708,136769.5
2709,117105.54
2710,128090.08
2711,284717.15
2712,361973.01
2713,161432.21
2714,152741.04
2715,170336.97
2716,144059.97
2717,168812.58
2718,227128.01
2719,153586.39
2720,164126.31
2721,143054.55
2722,154842.62
2723,144195.0
2724,128866.48
2725,135620.25
2726,142919.28
2727,170445.66
2728,162127.5
2729,148759.91
2730,147282.37
2731,113186.0
2732,119382.34
2733,157416.0
2734,153637.45
2735,133313.0
2736,146952.62
2737,123759.16
2738,134388.8
2739,164341.5
2740,131674.5
2741,152240.5
2742,151055.5
2743,153493.5
2744,150346.5
2745,139858.5
2746,133381.5
2747,128693.3
2748,113008.13
2749,127346.16
2750,132143.25
2751,131880.0
2752,198040.4
2753,146375.48
2754,205352.44
2755,129220.46
2756,95674.0
2757,74633.86
2758,87781.0
2759,147391.47
2760,139896.75
2761,149400.75
2762,149052.34
2763,183111.5
2764,122621.4
2765,267739.51
2766,137045.21
2767,91091.0
2768,131935.65
2769,130483.59
2770,146292.02
2771,118334.08
2772,123130.46
2773,151657.55
2774,132761.59
2775,141072.34
2776,141875.15
2777,137861.61
2778,93456.93
2779,129919.37
2780,111536.67
2781,101712.56
2782,96974.64
2783,116672.21
2784,128684.0
2785,131349.99
2786,79091.11
2787,118374.26
2788,83868.43
2789,207212.31
2790,95977.11
2791,119857.33
2792,71470.65
2793,172510.0
2794,114259.01
2795,118530.12
2796,95663.75
2797,186430.74
2798,119158.26
2799,117725.4
2800,80476.01
2801,112399.19
2802,133635.87
2803,150505.44
2804,112078.44
2805,93074.0
2806,88262.0
2807,138669.09
2808,149109.5
2809,136431.23
2810,135264.5
2811,159593.09
2812,144620.2
2813,165254.54
2814,164616.53
2815,106503.76
2816,260642.67
2817,134488.58
2818,126815.08
2819,160824.19
2820,146261.5
2821,109243.38
2822,185507.1
2823,236350.79
2824,178143.7
2825,119222.38
2826,134330.0
2827,140726.0
2828,206880.09
2829,186376.78
2830,239365.52
2831,189083.61
2832,219069.64
2833,284812.34
2834,215657.26
2835,233849.79
2836,190228.21
2837,165138.44
2838,143566.9
2839,175130.85
2840,195381.03
2841,204921.33
2842,216132.55
2843,148883.82
2844,161826.4
2845,124373.5
2846,209772.4
2847,197815.4
2848,216213.64
2849,208701.38
2850,267681.77
2851,240068.23
2852,231808.47
2853,225692.16
2854,139206.0
2855,207113.15
2856,207193.02
2857,186870.35
2858,204516.06
2859,134192.64
2860,123759.33
2861,136307.79
2862,194475.9
2863,126121.02
2864,256837.31
2865,140414.56
2866,135529.4
2867,96093.22
2868,113784.3
2869,126316.91
2870,149392.43
2871,110880.01
2872,66993.72
2873,114906.05
2874,131685.14
2875,125971.81
2876,141073.83
2877,135920.53
2878,159861.92
2879,142741.42
2880,110117.31
2881,149840.61
2882,159029.09
2883,169580.95
2884,166986.32
2885,181988.44
2886,216996.9
2887,105646.23
2888,130410.8
2889,64498.26
2890,80640.15
2891,142585.75
2892,57933.29
2893,108531.68
2894,63384.38
2895,324326.05
2896,307138.93
2897,199315.61
2898,153646.0
2899,232460.57
2900,157850.7
2901,192065.96
2902,192034.58
2903,338557.69
2904,332564.38
2905,96902.46
2906,201661.97
2907,115338.01
2908,130385.25
2909,145042.6
2910,81693.0
2911,84369.0
2912,156482.5
2913,92118.0
2914,82732.0
2915,83526.0
2916,85781.22
2917,161929.0
2918,116578.5
2919,236045.06
